fecha,maxima,minima
2017-07-01,19.7,6.1
1979-07-02,21.6,6.8
1997-07-03,18,6.5
1952-07-04,16.1,8.1
1978-07-05,20.6,5.8
1978-07-06,19.8,5
1993-07-07,29,6.2
1996-07-08,21.6,5.8
1996-07-09,26.6,6
1969-07-10,24.6,5.4
1993-07-11,22,4
1993-07-12,26,6.8
2008-07-13,23,7.4
2002-07-14,21.7,7.9
2002-07-15,23.6,5.6
1970-07-16,26.6,6.4
1980-07-17,25.4,6.2
2009-07-18,26,6.6
1966-07-19,23.6,6
1956-07-20,21.5,6.8
1993-07-21,24.6,6.6
1956-07-22,23.1,7.9
1956-07-23,24.3,9.6
1981-07-24,20.6,8.4
1981-07-25,23.8,9.4
1977-07-26,21,7.4
1976-07-27,26.8,9.4
2019-07-28,26.6,9.4
1977-07-29,11.8,8.2
1977-07-30,14,7.4
1977-07-31,19,8.4
