fecha,maxima,minima
1977-07-01,19.6,16.2
1977-07-02,23.8,16
1977-07-03,25.2,17.2
1978-07-04,29,17
1997-07-05,24,16.6
1978-07-06,23.8,17.2
1972-07-07,26.6,17.8
1991-07-08,29,16.4
1978-07-09,23.6,17.2
1983-07-10,26.6,17.6
1981-07-11,24.8,17.4
1981-07-12,25.8,18.8
1978-07-13,25.2,17.2
1972-07-14,24.6,19.2
1980-07-15,29.4,18.4
1995-07-16,28.2,19
1972-07-17,27,18.4
1980-07-18,25.8,18.6
1973-07-19,26.2,18.2
2001-07-20,26.2,17.6
1971-07-21,30.6,18.4
1978-07-22,28.2,18
1981-07-23,31.8,18
1974-07-24,25.8,19.6
1977-07-25,29.8,18
1986-07-26,26.2,18.2
1986-07-27,27.2,17.4
1981-07-28,25,17.8
1981-07-29,27.2,19.6
1977-07-30,24.8,18
1977-07-31,25.2,16.4
