fecha,maxima,minima
2017-07-01,22.8,4.5
1954-07-02,30.2,5
2008-07-03,24.8,5.5
1956-07-04,33,7.5
1978-07-05,23,5.2
1978-07-06,23.2,5.8
2008-07-07,24,5.6
2008-07-08,30.4,5.7
2004-07-09,25.2,5.4
1980-07-10,21.6,5.2
1993-07-11,24.4,5.6
2000-07-12,25.6,6.2
1961-07-13,24,7
1963-07-14,28.5,8.4
1968-07-15,25.5,6.4
1961-07-16,23.5,7
1980-07-17,26.4,5.5
2007-07-18,28.5,7.4
1974-07-19,24.8,7
2007-07-20,25.8,6.5
1993-07-21,26.6,7.8
2007-07-22,28.6,6.8
1973-07-23,28.2,8.4
2007-07-24,29.3,6.5
1981-07-25,24.4,7.8
1965-07-26,25,8
1987-07-27,28.4,8.6
2009-07-28,34.3,8.2
2013-07-29,27.5,7.9
1977-07-30,18.2,6
1977-07-31,21.8,5.8
