fecha,maxima,minima
1954-07-01,24,17.5
1972-07-02,22.4,17
1957-07-03,26.4,14.8
1957-07-04,25.5,15.4
1958-07-05,24.2,18
1999-07-06,27,16.4
1979-07-07,24.2,16
1979-07-08,25.6,17.4
1954-07-09,28,17
1954-07-10,24.1,18
1958-07-11,23.6,17.8
1972-07-12,26,15.5
1972-07-13,23.7,16
1952-07-14,33.5,17
1975-07-15,28.4,17.6
1986-07-16,27.6,16.8
1954-07-17,24,18.4
1958-07-18,26.4,17.6
1951-07-19,25.5,18
1971-07-20,26,17.8
1954-07-21,23,17.5
1958-07-22,26,18
1954-07-23,24.7,17.5
1958-07-24,24.8,17
1958-07-25,26.5,18
1977-07-26,25,19
1954-07-27,25,16
1971-07-28,25.6,18
1972-07-29,25.7,18.8
1957-07-30,26.2,18.6
1977-07-31,23.8,18.8
