fecha,maxima,minima
1954-07-01,20.8,9.2
1954-07-02,26.6,10.8
1997-07-03,23.4,11
1981-07-04,29.2,12.6
1978-07-05,23.2,10.6
1965-07-06,31.5,11.1
1978-07-07,22.8,11.6
1969-07-08,23.2,12.2
2004-07-09,28.2,12
1980-07-10,22,11.4
1980-07-11,21.6,10.5
1972-07-12,28.6,12.2
1980-07-13,30.2,11.6
1961-07-14,32.8,11.6
1974-07-15,26.6,12.3
1970-07-16,24.6,12
1958-07-17,27.8,11.5
1965-07-18,31.6,8
1966-07-19,23.6,12
1966-07-20,26,11.9
2001-07-21,33.7,10.8
1977-07-22,28,14.4
1959-07-23,29.3,12.6
1979-07-24,30,14.5
1981-07-25,24,12.6
1981-07-26,29,13
1965-07-27,29.2,12.2
1965-07-28,33.4,13.5
1977-07-29,22.6,12.6
1969-07-30,29.1,12.6
1982-07-31,28,12.4
