fecha,maxima,minima
2005-05-01,30.2,9.8
2015-05-02,29.2,11.4
2000-05-03,27.8,8.6
2015-05-04,31.9,13.1
2015-05-05,31.1,15.2
1995-05-06,27.4,6.6
1999-05-07,28.5,10.5
1995-05-08,27.8,13.8
1995-05-09,29.6,12.8
2012-05-10,30.5,11.5
2015-05-11,28.2,10.4
2015-05-12,31.6,12.1
1986-05-13,29.2,7.4
2015-05-14,30.4,15.2
1999-05-15,29,14
2006-05-16,31.8,15.6
2001-05-17,30.2,14
1986-05-18,32.6,9.6
1986-05-19,31,10.6
2009-05-20,32.7,14
2009-05-21,34.2,15.8
2009-05-22,29.5,15.9
2009-05-23,32.7,18.2
1993-05-24,33.6,16.4
1993-05-25,33,17.4
1997-05-26,31.6,17.4
2017-05-27,31.2,17.1
2017-05-28,30.8,15.8
1997-05-29,30.8,13.8
2001-05-30,31.6,12
1999-05-31,32,19.6
