fecha,maxima,minima
1967-05-01,28.3,12.3
1967-05-02,28,17.4
1970-05-03,31.5,20.6
1996-05-04,30.2,21.2
1996-05-05,30.2,21.6
1958-05-06,33.4,19
1958-05-07,27,22
1958-05-08,33.6,21.4
1955-05-09,29.8,17
1956-05-10,32,18
1955-05-11,34.5,19
1955-05-12,35,18.8
1955-05-13,32.5,18.4
2012-05-14,34.5,22.2
1964-05-15,36,20.5
1964-05-16,33.3,19
2015-05-17,27.5,18.8
1995-05-18,27,19.4
2010-05-19,28.6,18.9
2010-05-20,31.7,19
2003-05-21,30.5,20.3
2003-05-22,31,21.5
2003-05-23,32.5,23.2
1996-05-24,30,22.2
1996-05-25,28.5,22.1
2001-05-26,30.3,19
1986-05-27,30.4,23.4
1954-05-28,27,18.8
1953-05-29,32.9,21.4
1953-05-30,31.5,24.4
1953-05-31,31,18.4
