fecha,maxima,minima
1994-05-01,28.4,10.2
1994-05-02,28,11.6
1958-05-03,27.5,11.1
1989-05-04,24.6,9.2
1989-05-05,25,12
1964-05-06,26.8,8.6
1989-05-07,26.8,11.8
1965-05-08,28,8
1965-05-09,30,10.5
1965-05-10,30.5,9.4
1965-05-11,31.2,12.6
1965-05-12,31.6,11
1965-05-13,30.8,14.2
1979-05-14,29.6,10.4
1964-05-15,30.5,11.6
1964-05-16,31.5,12.7
1964-05-17,31.5,16.6
1964-05-18,27.5,12
1958-05-19,28,10.8
1974-05-20,29,12.5
1974-05-21,29.7,13
1974-05-22,29.6,11
1953-05-23,30,13.4
1953-05-24,31.5,14.8
1953-05-25,30.4,13.8
1960-05-26,30,12.2
2001-05-27,30.6,13.4
2001-05-28,31.6,15.2
2001-05-29,31.8,17.2
2001-05-30,31.6,16.4
2012-05-31,30.2,11.6
