fecha,maxima,minima
1961-05-01,28,11.6
2015-05-02,29.6,17.9
2015-05-03,33.4,16.6
1955-05-04,32,13.9
1962-05-05,32.5,16.4
1962-05-06,32,13.2
1962-05-07,32.4,13.8
2015-05-08,31.7,15.1
1962-05-09,32.8,18.4
1965-05-10,32.4,15.2
2007-05-11,33.5,17
2007-05-12,33.4,18.5
1960-05-13,30.8,13.6
2015-05-14,37,17.8
1961-05-15,33.4,14
1961-05-16,34.8,19
1965-05-17,34.2,15
1995-05-18,31,16.8
1958-05-19,30.8,14.1
1960-05-20,30.2,12.9
2009-05-21,30.6,18.2
1953-05-22,32.2,16
1953-05-23,30.2,17.5
1953-05-24,32,16.2
2002-05-25,32.4,17.2
1960-05-26,31.7,15.5
1953-05-27,32,16.5
1953-05-28,32.6,16.8
1970-05-29,31.6,13.8
2007-05-30,30.5,17.5
1953-05-31,34.2,19.1
