fecha,maxima,minima
1994-12-01,21.2,6.4
1979-12-02,22,3
2015-12-03,22.5,4.8
2015-12-04,22.3,4.6
2015-12-05,23.5,4.6
2018-12-06,23.8,5.4
2000-12-07,21.4,14.2
2010-12-08,21.2,14.7
2010-12-09,22,12.7
2015-12-10,21.3,6.7
1976-12-11,20.8,8
1998-12-12,21.6,8.7
1998-12-13,21,6.8
1981-12-14,21.4,14.8
2015-12-15,21.7,5.2
1989-12-16,22.6,10.4
2015-12-17,22,5.4
1979-12-18,20,3.2
2015-12-19,21.5,4.2
2015-12-20,21.1,4.6
2015-12-21,20.7,4.7
2011-12-22,21.8,2.3
1977-12-23,21.8,12.4
1977-12-24,21.8,10.4
1977-12-25,22,9.6
1977-12-26,21,9
2019-12-27,20.1,7.3
2019-12-28,21.2,5.4
1974-12-29,20,6.2
2017-12-30,20.5,7.9
2006-12-31,19.1,3.9
