fecha,maxima,minima
1994-12-01,20.8,11.8
1985-12-02,23.4,18.2
1985-12-03,19.6,13
2016-12-04,19.9,12.6
1967-12-05,20,4
1968-12-06,20,14
1989-12-07,20,11.4
1989-12-08,19.6,13.6
1978-12-09,19,14
2010-12-10,21.7,13
2010-12-11,21.1,12
1971-12-12,18,2
1977-12-13,18,7
1998-12-14,19,8.2
1989-12-15,17.6,14.6
2015-12-16,20.6,15.4
1972-12-17,21.5,15
1965-12-18,18.2,12.8
2015-12-19,19.2,12.3
1972-12-20,18.5,5
1988-12-21,18.6,9.4
2002-12-22,18.7,14
1977-12-23,22,16
1983-12-24,20.6,12
1977-12-25,20,10
1978-12-26,18,11
2015-12-27,17.4,9.7
1983-12-28,18,6.6
2019-12-29,18.2,7.7
1974-12-30,17,8
1977-12-31,17,3
