fecha,maxima,minima
1954-02-01,2.6,-3.6
1954-02-02,4.8,-3.6
2012-02-03,7.2,-4
2012-02-04,7.6,-4.4
1954-02-05,5.6,-3.4
1954-02-06,9,-3
2015-02-07,8.7,-3.8
2015-02-08,9.2,-3
2012-02-09,8.4,-3.4
1956-02-10,6.2,-3.2
1956-02-11,3.4,-5.8
1956-02-12,3.8,-4.8
2012-02-13,10.6,-4.6
1956-02-14,9.6,-2.4
1991-02-15,11,-2.2
2003-02-16,11.2,-2.4
2005-02-17,12.4,-2.6
2005-02-18,10.6,-2.2
1965-02-19,9,-3
1987-02-20,7.4,-1.6
2012-02-21,15.4,-1.8
1987-02-22,9.6,-2
1996-02-23,10.6,-2.2
2018-02-24,15.5,-3.1
1993-02-25,12.6,-1.2
2013-02-26,11.3,-1.1
1988-02-27,8.2,-2.6
1988-02-28,8.6,-1.8
1988-02-29,12.8,-1.2
