fecha,maxima,minima
1981-02-01,12,-2
1999-02-02,11.8,-1
1963-02-03,10.6,-2.7
1954-02-04,7,-1.2
1954-02-05,9.3,-2.2
1969-02-06,14,-2
1952-02-07,13.2,-2.5
1971-02-08,15,-1
1956-02-09,15,0
1986-02-10,15.8,-0.4
1956-02-11,5,-3.5
1956-02-12,7,-3.5
1956-02-13,10,-4
1956-02-14,14.5,-1
1953-02-15,11,-1.5
1976-02-16,13,-2.5
1965-02-17,13.5,-2.6
1953-02-18,13.8,-2.3
1953-02-19,16.1,-1.3
1965-02-20,11.6,-1.5
1956-02-21,13,-1
1956-02-22,15.5,-1
1953-02-23,14.4,0.6
1996-02-24,13.4,-1.2
2006-02-25,15.6,0.7
1984-02-26,11.8,1
1974-02-27,14.6,1
1970-02-28,13.2,0
1988-02-29,16.4,-1.6
