fecha,maxima,minima
1954-02-01,-5.4,-9.3
1956-02-02,0.5,-7.4
1956-02-03,-1.8,-12.1
1954-02-04,-1.7,-6.8
1954-02-05,1.4,-4.3
2015-02-06,0.9,-2
1964-02-07,5.6,-3
2012-02-08,0.2,-5.3
1969-02-09,3.5,-3.5
1956-02-10,-0.9,-10.4
1956-02-11,-5,-9.7
1956-02-12,-2.8,-10
1956-02-13,4,-7.5
1953-02-14,2.3,-2
1956-02-15,1.7,-3.8
1956-02-16,4.5,-4.2
1956-02-17,3,-2.7
2003-02-18,8.2,-4
1956-02-19,0.4,-4.4
1956-02-20,4.1,-4.3
1956-02-21,8,-3.6
1996-02-22,4.2,-3.2
2013-02-23,2.3,-3
1993-02-24,2.6,-1.4
1993-02-25,3.8,-2.4
1963-02-26,11.2,-1.2
2018-02-27,0.1,-5.1
2018-02-28,9.6,-4
2004-02-29,5,0.4
