fecha,maxima,minima
1999-02-01,2.8,-9.6
1963-02-02,-3.6,-10.8
2012-02-03,-2.2,-7.9
1963-02-04,-2.6,-9.9
1963-02-05,3.8,-11.7
1994-02-06,4.6,-9
2018-02-07,0,-8.5
2018-02-08,0.4,-8.9
1960-02-09,-0.9,-9.4
1986-02-10,4.6,-11.6
2012-02-11,0.4,-8.9
1981-02-12,0.1,-12.2
1991-02-13,4,-9.4
1999-02-14,0.4,-8.4
1983-02-15,2,-10.4
1983-02-16,5.7,-8.6
2003-02-17,4.6,-7.5
1965-02-18,0,-8.5
1965-02-19,-1.9,-11.2
1965-02-20,3.4,-8.3
1992-02-21,4.6,-9.4
1987-02-22,3.8,-8.2
1996-02-23,6.2,-8
1993-02-24,4.6,-10.4
2005-02-25,4,-12
1984-02-26,3,-11.8
2005-02-27,4,-10
2005-02-28,-1.6,-11
1988-02-29,5,-6.4
