fecha,maxima,minima
1967-04-01,7.4,-2
1955-04-02,20.5,-1.3
1967-04-03,17,-2
1996-04-04,14,-1
1975-04-05,7,-1
1963-04-06,9,0
1963-04-07,14.8,-1.8
1963-04-08,17.2,-1.8
1967-04-09,12.6,0
1977-04-10,4.8,-0.5
1973-04-11,6.4,-2
1958-04-12,4.1,-1
1958-04-13,6.1,-2.2
1986-04-14,14.6,-1.4
2008-04-15,17.4,-0.1
1957-04-16,18.3,0.2
1962-04-17,5,0
1955-04-18,17,-1
1991-04-19,8.2,0.8
1991-04-20,6.8,0.8
1954-04-21,16.5,0
1991-04-22,13.6,-0.4
1995-04-23,13.6,2
1991-04-24,17.4,1
1973-04-25,17,0
1991-04-26,7.4,0.4
1991-04-27,14.1,-0.5
2017-04-28,14.4,1.8
1967-04-29,19,1
1959-04-30,9.5,1.5
