fecha,maxima,minima
2016-04-01,14,3.2
1989-04-02,11,4
1987-04-03,8,2.6
1989-04-04,13,2.4
1989-04-05,10,1.6
1968-04-06,16,2
1986-04-07,8.8,1.4
1986-04-08,11.2,1
1986-04-09,13.2,1
1975-04-10,16.4,2.4
1986-04-11,13.4,0.6
1998-04-12,12.5,1.9
1986-04-13,15.6,2
1986-04-14,15,3.6
1999-04-15,10.7,1.5
1994-04-16,13.8,2
1989-04-17,13,3
1986-04-18,11,2
1991-04-19,18,3.6
1995-04-20,12.4,2.4
1990-04-21,12,3
1995-04-22,9,1
1995-04-23,14,2.6
1999-04-24,17.5,3.6
1995-04-25,14.3,4
1989-04-26,14.6,2.4
1981-04-27,10.6,3
2013-04-28,14.2,2.5
1974-04-29,16,4
2001-04-30,13.1,4
