fecha,maxima,minima
2016-04-01,21.9,6
2016-04-02,19,5.3
2007-04-03,17,6
1964-04-04,15.4,5.4
1953-04-05,21,5.6
1975-04-06,20,4.4
2012-04-07,17.9,5.1
1986-04-08,13.8,4.8
1986-04-09,16.2,4.8
1985-04-10,16.8,5.4
1998-04-11,18.6,5.6
1998-04-12,19.4,5.4
1986-04-13,17.8,1.6
1958-04-14,16.5,4.5
1986-04-15,17,4.4
1999-04-16,16.6,5.8
1994-04-17,19.8,3.8
1994-04-18,16.8,3.8
1986-04-19,18.6,6
1994-04-20,18.8,6.8
1995-04-21,18.4,6
1995-04-22,16.2,3.6
1995-04-23,16.4,4.2
1995-04-24,19.6,5.4
1995-04-25,18.8,6.4
1993-04-26,17.2,6.2
1986-04-27,20,7
2000-04-28,17.2,6.8
2013-04-29,14.3,7
2013-04-30,17.8,6
