fecha,maxima,minima
1977-04-01,16.4,-1
1975-04-02,13.2,1.4
1983-04-03,16.6,0
1978-04-04,17,1.2
2019-04-05,18.4,1
1980-04-06,15.4,0.4
1975-04-07,15.4,-1.8
1980-04-08,15.6,0
1986-04-09,14.4,-0.2
1977-04-10,11.4,-2
1976-04-11,16.6,-1.4
1975-04-12,17.6,-0.4
1978-04-13,14.6,0.6
1975-04-14,17.6,0.4
1983-04-15,18.6,-0.4
1976-04-16,16,0.6
1978-04-17,17.4,-1.2
1984-04-18,17.4,0.6
1986-04-19,17.6,0.2
1979-04-20,17.6,2.4
1991-04-21,15.2,1.2
1991-04-22,16.6,0.2
1991-04-23,18,0.6
1991-04-24,18.2,2.8
1980-04-25,19.4,2.6
1976-04-26,18,1.2
1982-04-27,20.2,1.4
1979-04-28,18.2,2.4
1979-04-29,15.4,2.6
1979-04-30,18,4.4
