fecha,maxima,minima
1975-04-01,10.2,-6
1975-04-02,11,-3.8
1970-04-03,9.8,-3.6
1970-04-04,12,-5
1975-04-05,4.4,-3.8
1975-04-06,10.6,-6
1986-04-07,5.2,-6
1986-04-08,7,-6.2
1973-04-09,6.4,-5
1975-04-10,9.2,-5.6
1973-04-11,12,-5.8
1978-04-12,10,-6
1986-04-13,9.6,-5.4
1957-04-14,11,-3.4
1994-04-15,8.4,-5
1994-04-16,10,-6.5
1994-04-17,9,-5.1
1999-04-18,14.5,-4.5
1991-04-19,14,-3.2
1954-04-20,16.2,-3.4
1995-04-21,8.8,-5
1995-04-22,7.6,-4.2
1965-04-23,14.6,-1.8
1976-04-24,10,-2.2
1976-04-25,11.2,-4.4
1995-04-26,14.8,-4.2
1972-04-27,15.2,-3.4
1970-04-28,10.4,-6
1970-04-29,14.2,-6.2
2001-04-30,11,-3
