fecha,maxima,minima
1975-04-01,4.2,-3.6
1967-04-02,15.2,-5.2
1970-04-03,9.2,-4.8
1970-04-04,8.2,-4.6
2002-04-05,15.4,-3.4
1963-04-06,8,-5.4
1963-04-07,10.6,-5.6
1975-04-08,12.6,-4.4
1977-04-09,7.6,-3.6
1973-04-10,2.4,-3.8
1998-04-11,6.2,-3.4
1958-04-12,3.6,-5.6
1958-04-13,3.6,-5
1986-04-14,12.6,-4.6
1962-04-15,10.8,-3.4
1950-04-16,12,-4
1953-04-17,17,-3.6
1962-04-18,8.8,-5
1991-04-19,12.4,-3.4
1954-04-20,16.4,-3
1973-04-21,15.4,-3.6
1991-04-22,13.4,-3
1995-04-23,7.8,-2.8
1976-04-24,6,-2.6
1973-04-25,13.6,-3
1972-04-26,3,-3
1950-04-27,12.8,-3
2017-04-28,13.9,-2.4
1970-04-29,13.6,-3.2
1951-04-30,14.6,-2.4
