fecha,minima
1951-07-28,26.0
1952-07-10,25.2
1952-07-11,27.0
1952-07-12,25.4
1953-08-01,26.0
1954-06-25,25.0
1954-07-18,25.2
1954-07-19,25.2
1954-07-25,29.0
1954-07-26,27.2
1956-08-02,25.0
1957-07-27,25.0
1957-08-02,28.6
1958-07-30,25.8
1959-07-06,25.0
1959-07-07,27.6
1959-07-08,26.2
1959-08-18,25.0
1960-06-20,25.6
1962-08-29,26.0
1964-07-16,25.4
1964-07-17,25.0
1964-08-05,26.2
1965-08-05,25.0
1966-07-12,25.2
1966-09-09,26.2
1966-09-10,25.0
1968-07-22,25.6
1969-07-20,25.0
1969-07-21,26.0
1970-09-05,25.0
1970-09-06,26.0
1971-09-04,25.0
1973-08-09,25.4
1974-07-11,26.0
1975-07-29,25.8
1975-07-30,26.0
1976-07-21,25.0
1976-08-05,26.4
1978-08-24,26.4
1978-08-25,26.2
1979-08-13,25.4
1980-08-22,27.4
1981-06-12,25.0
1981-06-13,25.4
1981-06-14,27.6
1981-06-16,25.0
1981-06-17,25.0
1981-07-16,26.2
1981-07-17,25.4
1981-07-29,25.0
1981-07-30,25.2
1982-07-01,26.8
1989-07-19,26.0
1989-07-29,25.8
1989-08-01,25.2
1990-07-12,25.4
1990-07-19,25.0
1990-07-20,26.6
1990-07-22,25.0
1991-07-16,25.6
1991-07-17,25.6
1991-07-18,25.4
1991-08-14,26.0
1991-08-16,25.2
1992-07-14,25.4
1992-08-04,25.0
1992-08-05,26.0
1993-08-05,25.2
1995-07-19,27.4
1995-07-24,25.4
1997-08-02,25.2
1998-07-18,25.0
1998-08-11,25.0
1999-07-16,25.4
2003-08-02,25.2
2003-08-03,25.8
2003-08-06,25.0
2003-08-14,27.2
2004-07-25,26.8
2005-08-07,25.6
2006-07-10,25.4
2006-07-11,26.4
2006-07-12,26.0
2006-07-13,25.0
2008-08-05,26.0
2010-07-29,25.6
2010-07-31,25.0
2010-08-08,26.5
2010-08-10,25.6
2012-06-27,27.4
2012-08-10,25.1
2013-07-06,25.9
2013-08-12,25.3
2013-08-21,25.0
2015-08-10,26.8
2016-07-29,25.4
2017-06-17,25.8
2018-08-03,25.0
2018-08-04,26.1
2018-08-06,25.1
2019-07-12,25.0
2020-07-30,25.0
2020-08-07,25.4
2021-09-06,25.1
2022-06-15,25.1
2022-07-13,27.2
2022-07-14,25.3
2022-08-02,25.3
2023-08-08,26.1
2023-08-24,26.0
2024-07-29,25.8
2024-07-30,25.5
