fecha,minima
1953-08-12,25.0
1954-08-02,25.0
1954-08-30,25.0
1954-08-31,25.8
1955-07-05,25.0
1955-07-24,25.0
1955-08-28,26.2
1955-08-30,26.1
1957-08-07,25.0
1959-07-13,25.4
1959-08-27,25.4
1960-07-29,25.1
1961-06-30,25.0
1961-07-25,25.2
1961-08-11,25.0
1961-08-12,25.6
1962-07-30,25.0
1962-09-11,25.2
1964-07-24,25.5
1964-09-10,25.8
1964-09-11,25.3
1964-09-15,26.0
1964-09-16,25.3
1967-07-23,26.0
1967-07-24,25.8
1967-08-15,25.0
1967-08-24,25.2
1968-08-21,25.0
1969-08-13,25.6
1969-08-14,26.4
1970-09-04,25.6
1971-07-10,25.1
1971-08-24,25.0
1971-09-02,25.0
1973-08-06,25.2
1975-08-03,25.0
1975-08-04,25.4
1975-08-05,25.4
1975-08-06,25.6
1975-08-07,26.6
1975-08-08,26.4
1975-08-11,25.0
1975-08-12,25.0
1975-08-20,26.6
1976-07-15,26.0
1976-07-20,25.0
1979-07-14,25.4
1981-07-30,26.2
1982-08-25,25.0
1983-08-03,25.0
1983-09-22,25.0
1988-08-22,25.0
1989-07-11,25.2
1989-07-22,26.2
1989-07-31,25.0
1989-08-01,25.4
1989-08-09,25.2
1989-08-10,25.6
1989-08-21,25.0
1989-08-24,25.6
1989-08-25,25.6
1989-08-26,25.0
1989-08-27,25.2
1989-08-28,25.2
1990-07-18,27.6
1990-07-19,25.0
1990-08-03,25.6
1990-08-20,25.4
1990-09-09,25.0
1990-09-12,25.0
1991-07-11,25.2
1991-07-15,26.0
1991-08-05,25.0
1991-08-18,26.2
1991-08-25,25.4
1991-08-29,25.4
1991-09-10,25.0
1992-07-30,26.2
1992-08-01,25.0
1992-08-02,25.4
1992-08-05,27.6
1992-08-06,25.2
1992-08-07,26.0
1992-08-25,25.0
1993-08-05,26.6
1993-08-06,26.4
1993-08-07,25.8
1993-08-18,25.2
1993-08-19,26.0
1993-08-20,25.4
1993-08-21,25.8
1994-07-01,25.8
1994-07-02,25.2
1994-07-15,26.4
1994-07-16,25.0
1994-08-03,25.0
1994-08-06,25.2
1994-08-15,25.2
1994-08-21,25.6
1995-07-21,26.0
1995-08-14,26.6
1995-08-15,25.8
1996-08-14,25.2
1997-07-29,25.4
1997-08-22,25.6
1997-08-23,25.2
1998-08-08,25.4
1998-08-17,25.0
1998-08-20,25.0
1998-08-24,25.4
1998-08-25,26.6
1998-08-26,25.4
1998-08-31,25.2
1999-07-01,25.0
1999-07-22,25.4
1999-08-25,25.6
1999-08-26,25.0
1999-09-01,26.0
2000-08-16,26.2
2000-08-17,25.6
2001-06-24,25.2
2001-07-30,26.0
2001-07-31,33.2
2001-08-11,25.4
2001-08-25,29.4
2001-08-26,25.2
2003-06-19,25.0
2003-07-11,25.0
2003-07-29,26.2
2003-07-30,26.0
2003-07-31,25.1
2003-08-03,25.0
2003-08-04,25.8
2003-08-05,25.2
2003-08-06,26.1
2003-08-07,27.0
2003-08-08,27.6
2003-08-09,27.4
2003-08-10,25.3
2003-08-12,26.0
2003-08-21,25.0
2003-08-22,26.4
2003-08-23,26.9
2004-07-25,25.0
2004-07-26,25.0
2004-08-07,25.2
2004-09-09,25.0
2005-07-14,25.0
2005-07-20,25.3
2006-07-13,25.4
2006-07-14,25.6
2006-07-15,26.3
2006-07-16,25.8
2007-07-14,25.2
2007-07-29,25.4
2007-07-30,25.4
2007-08-03,25.0
2007-08-25,26.4
2007-08-26,28.0
2007-08-27,27.3
2007-08-28,25.1
2008-08-03,25.0
2008-08-04,25.2
2008-08-10,25.0
2008-08-22,25.0
2008-08-27,25.2
2009-08-10,25.4
2009-08-11,25.8
2009-08-18,25.1
2009-08-31,25.6
2009-09-06,25.0
2010-07-02,25.0
2010-07-05,26.1
2010-07-06,25.0
2010-07-24,26.4
2010-08-07,26.0
2010-08-08,25.2
2010-08-13,25.2
2010-08-21,25.0
2010-08-26,25.0
2010-08-29,25.3
2011-08-09,25.7
2011-08-18,25.2
2011-08-19,26.1
2011-08-20,25.0
2011-08-21,25.5
2012-07-16,25.0
2012-08-07,25.2
2012-08-17,25.1
2012-08-20,25.3
2013-08-19,25.9
2013-08-21,25.1
2013-08-25,26.0
2013-08-26,25.1
2014-07-17,27.1
2014-07-27,25.0
2014-07-30,25.1
2014-08-14,25.3
2014-08-15,25.6
2014-08-16,25.0
2014-08-17,25.5
2014-08-18,25.2
2014-08-29,26.0
2014-09-03,25.3
2015-07-06,25.2
2015-07-16,25.4
2015-07-17,25.5
2015-07-18,26.0
2015-07-22,25.2
2015-07-23,25.7
2015-07-24,26.0
2015-07-26,25.8
2015-07-27,25.6
2015-07-29,26.2
2015-07-30,25.3
2015-07-31,25.6
2015-08-02,25.7
2015-08-03,26.0
2015-08-04,25.7
2015-08-06,27.3
2015-08-07,27.4
2015-08-08,28.0
2015-08-09,27.4
2015-08-10,26.3
2015-08-11,26.3
2015-08-12,25.9
2015-08-13,25.5
2015-08-21,26.3
2015-08-31,25.4
2016-07-27,25.4
2016-07-30,25.1
2016-08-03,25.6
2016-08-06,25.1
2016-08-21,25.6
2016-08-30,25.0
2016-09-04,25.0
2017-06-26,25.0
2017-07-15,25.1
2017-07-17,26.0
2017-07-18,25.7
2017-08-01,25.3
2017-08-02,26.0
2017-08-05,25.0
2017-08-07,26.6
2017-08-08,26.3
2017-08-27,25.6
2018-08-06,25.6
2018-08-07,25.4
2018-08-08,25.4
2018-08-11,26.2
2018-08-15,25.2
2018-08-18,25.0
2018-08-19,25.5
2018-08-28,25.7
2019-06-28,25.2
2019-07-24,26.3
2019-07-31,25.0
2019-08-13,25.1
2019-08-21,25.9
2019-08-26,25.2
2020-06-23,25.2
2020-07-12,27.2
2020-07-13,25.0
2020-07-16,25.1
2020-07-21,25.3
2020-07-27,26.0
2020-07-30,26.3
2020-07-31,26.0
2020-08-01,25.4
2020-08-03,25.0
2020-08-04,25.7
2020-08-06,25.4
2020-08-10,26.0
2020-08-11,26.2
