fecha,minima
2003-07-15,25
2003-07-22,25.2
2003-07-27,25.8
2003-07-29,25
2003-07-30,25
2003-08-10,25
2005-07-25,25.2
2005-07-29,25
2006-07-19,25
2006-07-23,25.1
2006-07-24,25.1
2006-08-01,26.8
2006-08-02,25.6
2012-08-20,25.1
2013-07-27,26.1
2015-07-18,25
2015-07-20,25
2015-07-21,25.7
2015-07-24,25.9
2015-07-25,25.5
2015-07-27,25.2
2015-07-29,25.5
2015-08-13,25
2016-08-01,25
2017-07-31,25.1
2017-08-01,25.8
2017-08-03,25.6
2017-08-05,26.1
2017-08-06,25
2018-08-02,25.9
2018-08-03,26.7
2018-08-04,27.2
2018-08-05,27.3
2018-08-06,25.9
2018-08-07,26.1
2018-08-08,26
2019-08-07,26
2019-08-08,25.4
2019-08-10,26
2020-08-02,25.2
2020-08-12,25.2
2020-08-14,25
2021-08-15,25.4
2022-07-16,25.1
2022-07-26,25
2022-08-02,26.7
2022-08-03,25.2
2022-08-04,25.6
2022-08-13,25.3
2022-08-14,25.9
2022-09-13,25
2023-07-16,25.3
2023-07-19,25.4
2023-07-21,25.6
2023-07-30,25.1
